Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ChannelSelect,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name,OriginSequence,Method,Harvest
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_1_analyticalreplicate_2_08092024_SZ_41,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_1_analyticalreplicate_2_08092024_SZ_42,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample29_12C_DnCl_08092024_SZ_44,SLC22A11_PTC_D07_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample30_12C_DnCl_08092024_SZ_45,ABCG2_PTC_E03_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample31_12C_DnCl_08092024_SZ_46,HSB17B1_PTC_A12_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample32_12C_DnCl_08092024_SZ_47,CYP19A1_WT3_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample33_12C_DnCl_08092024_SZ_48,CYP19A1_PTC_C06_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample34_12C_DnCl_08092024_SZ_49,SLC22A11_PTC_D07_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F7,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample35_12C_DnCl_08092024_SZ_50,ABCG2_PTC_C11_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F8,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample36_12C_DnCl_08092024_SZ_51,CYP11A1_WT2_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:F9,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_3_analyticalreplicate_2_08092024_SZ_52,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_3_analyticalreplicate_2_08092024_SZ_53,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample37_12C_DnCl_08092024_SZ_54,HSB17B1_PTC_A09_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample38_12C_DnCl_08092024_SZ_55,CYP11A1_WT1_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample39_12C_DnCl_08092024_SZ_56,ABCG2_WT2_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample40_12C_DnCl_08092024_SZ_57,ABCG2_PTC_B03_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample41_12C_DnCl_08092024_SZ_58,CYP19A1_PTC_C06_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample42_12C_DnCl_08092024_SZ_59,HSB17B1_PTC_B10_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample43_12C_DnCl_08092024_SZ_60,ABCG2_WT2_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A7,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample44_12C_DnCl_08092024_SZ_61,CYP11A1_PTC_A11_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A8,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample45_12C_DnCl_08092024_SZ_62,CYP11A1_WT3_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:A9,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_2_analyticalreplicate_2_08092024_SZ_63,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_2_analyticalreplicate_2_08092024_SZ_64,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample47_12C_DnCl_08092024_SZ_66,SLC22A11_PTC_D07_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample48_12C_DnCl_08092024_SZ_67,CYP19A1_PTC_C06_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample49_12C_DnCl_08092024_SZ_68,ABCG2_WT1_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample50_12C_DnCl_08092024_SZ_69,CYP19A1_WT2_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample51_12C_DnCl_08092024_SZ_70,CYP11A1_PTC_E10_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample52_12C_DnCl_08092024_SZ_71,CYP11A1_PTC_B11_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B7,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample53_12C_DnCl_08092024_SZ_72,CYP19A1_WT1_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B8,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample54_12C_DnCl_08092024_SZ_73,CYP11A1_WT3_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:B9,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_2_analyticalreplicate_3_08092024_SZ_74,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_2_analyticalreplicate_3_08092024_SZ_75,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample55_12C_DnCl_08092024_SZ_76,ABCG2_PTC_B03_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample56_12C_DnCl_08092024_SZ_77,SLC22A11_PTC_B09_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample57_12C_DnCl_08092024_SZ_78,CYP11A1_PTC_A11_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample58_12C_DnCl_08092024_SZ_79,HSB17B1_PTC_A12_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample59_12C_DnCl_08092024_SZ_80,CYP19A1_PTC_F08_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample60_12C_DnCl_08092024_SZ_81,HSB17B1_PTC_B10_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample62_12C_DnCl_08092024_SZ_83,ABCG2_WT2_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C8,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample63_12C_DnCl_08092024_SZ_84,SLC22A11_PTC_D07_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:C9,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_1_analyticalreplicate_3_08092024_SZ_85,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_1_analyticalreplicate_3_08092024_SZ_86,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample64_12C_DnCl_08092024_SZ_87,CYP11A1_PTC_E10_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample65_12C_DnCl_08092024_SZ_88,CYP11A1_WT1_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample66_12C_DnCl_08092024_SZ_89,ABCG2_PTC_B03_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample68_12C_DnCl_08092024_SZ_91,CYP11A1_PTC_B11_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample69_12C_DnCl_08092024_SZ_92,CYP19A1_PTC_B07_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample70_12C_DnCl_08092024_SZ_93,ABCG2_PTC_B03_Sup_Basal_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D7,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample71_12C_DnCl_08092024_SZ_94,SLC22A11_PTC_C09_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D8,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample72_12C_DnCl_08092024_SZ_95,CYP19A1_PTC_F08_Sup_Basal_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:D9,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C,Pool_12C_DnCl_Biologicalreplicate_3_analyticalreplicate_3_08092024_SZ_96,Pool_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Pool_12C13C,Pool_12C13C_DnCl_Biologicalreplicate_3_analyticalreplicate_3_08092024_SZ_97,Pool_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:B6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample73_12C_DnCl_08092024_SZ_98,CYP19A1_WT2_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E1,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample74_12C_DnCl_08092024_SZ_99,HSB17B1_PTC_A12_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E2,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample75_12C_DnCl_08092024_SZ_100,ABCG2_WT1_Sup_DHEAS_R2,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E3,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample76_12C_DnCl_08092024_SZ_101,CYP19A1_WT3_Sup_DHEAS_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample77_12C_DnCl_08092024_SZ_102,ABCG2_WT3_Sup_DHEAS_R1,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Unknown,Supernatant_Sample78_12C_DnCl_08092024_SZ_103,CYP11A1_WT2_Sup_Basal_R3,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,B:E6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Qstd,Qstd_2_08092024_SZ_104,Qstd,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A7,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Standard_12C13C,Standard_12C13C_DnCl_2_08092024_SZ_105,Standard_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A6,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Standard_12C,Standard_12C_DnCl_2_08092024_SZ_106,Standard_12C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A5,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
Process_Blank,Process_Blank_12C13C_DnCl_2_08092024_SZ_107,Process_Blank_12C13C_DnCl,D:\Shujian\08062024_DnCl_supernatant\Batch_2,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,,,R:A4,3,,0,0,0,1,,,,,,,,08092024_dncl_supernatant_batch_2.csv,C:\Xcalibur\methods\Shujian\Derivatization\04252024_DnCl_switchvalve,Supernatant
